symbol,token
729RJ34-SG,24648
730MH38-SG,24651
OILCOUNTUB-EQ,2472
MODEFENCE-EQ,24944
726HR36-SG,24755
RUBFILA-EQ,24730
INVENTURE-EQ,24870
723JK54-SG,25000
709GS2054-GS,24949
726MP38-SG,24987
725HR36-SG,25094
724KL40-SG,25097
BOSS-SM,25119
725AP44-SG,25099
RVTH-BE,25159
MYMUDRA-SM,25208
807SMFG27-N0,25229
BAJAJHFL-EQ,25270
AEL120924A-N5,25292
932AEL27-N3,25283
TOLINS-BE,25264
70CG29-SG,25351
724INBK34-N0,25318
SPPPOLY-SM,25306
695KA28-SG,25470
713RJ39-SG,25474
PANAMAPET-EQ,25392
WCIL-EQ,25403
703CG30-SG,25484
824PHFL28-N0,25508
PHOGLOBAL-ST,25519
AVIANSH-SM,25520
980SCL34B-N1,25572
1050SCL31A-N1,25564
1003SCL31A-N1,25566
PCPL27-N0,25657
RAPPID-SM,25610
71KA32A-SG,25766
0RL34-N0,25706
709KA35-SG,25827
715MP43-SG,25776
814TPL27-N0,25782
7712TCHF28-N0,25840
PREMIUM-SM,25898
DBEIL-EQ,25892
757LICH29-N0,25849
713RJ34-SG,25957
715KL39-SG,25960
1040UCL27B-N1,25916
3PLAND-EQ,2595
DIVOPPBEES-EQ,2636
716TS47-SG,25967
SEAMECLTD-EQ,2616
AVL-EQ,25984
718SK31-SG,2681
72TS51-SG,2659
715AP42-SG,27007
ABINFRA-EQ,27020
825BTL27-N0,27027
PRAJIND-EQ,2705
182D150525-TB,27119
364D211125-TB,27157
713BR34A-SG,27149
815GIL29-N0,27163
719MP38-SG,27200
815PNB27-N0,27267
778SHFL28-N0,27282
CINELINE-BE,27164
708RJ34-SG,27314
793NIIF30-N0,27304
708PN34-SG,27320
818TPL27-N0,27396
SURAKSHA-EQ,27334
PRSMJOHNSN-EQ,2739
715RJ31A-SG,2744
ODIGMA-BE,27575
935TSI32-N0,27431
935TSI27-N0,27537
710TS46-SG,28272
SGBMR29XII-GB,2810
SAILIFE-EQ,27839
364D181225-TB,28311
RANEHOLDIN-EQ,2844
ANURAS-EQ,2829
805NIT32-N0,28799
CEWATER-EQ,28764
74PFCL30-N0,28791
714JK51-SG,28817
714MP45-SG,28820
IHF261224A-N1,28874
VENTIVE-EQ,28847
971SCL29T-N1,28927
925SCL29S-N1,28926
98SCL34Z-N1,28932
99SCL27V-N1,28915
717AP39-SG,28995
CEREBRAINT-BZ,29016
93HFL34-N0,28975
1025SCL34Z-N1,28933
182D100725-TB,29041
INDOFARM-BE,29027
QUADFUTURE-EQ,29087
810NIT40-N0,29022
722TN35-SG,29108
PCJEWELLER-EQ,29124
DELTIC-ST,29095
693SK31-SG,2913
182D240725-TB,29212
724MH44-SG,29125
713KA41-SG,29285
703OR31-SG,29278
970ISF28-N0,29276
729NHB31-N0,29268
766LICH29-N0,29305
719PN45-SG,29515
714MH39-SG,29508
775CIT38-N0,29551
709TN35-SG,29575
718JK45-SG,29571
718BR45-SG,29566
READYMIX-ST,29564
704REC28-N4,29614
ELGNZ-SM,29595
SAIL-EQ,2963
719CG35-SG,29922
91D300525-TB,29909
712GJ37A-SG,29694
756IIFCL28-N0,29631
728CG34-SG,30002
732CG37-SG,30011
91D050625-TB,29986
744PFCL30-N0,29969
725UP39-SG,30021
726MP39-SG,30019
734UCL30-N0,30034
990IIFL27A-N0,30059
729WB38-SG,30073
709TN30A-SG,30069
723TN55-SG,30083
722JK32-SG,30072
EQUAL200-EQ,30121
726HP35-SG,30084
PRABHA-EQ,30134
SAMMAANCAP-EQ,30125
364D190326-TB,30188
718MZ40-SG,30163
940SCL28-N1,30208
SOTL-EQ,3021
1015SCL30-N1,30236
965SCL27-N1,30214
971SCL30A-N1,30224
696JH29-SG,30416
SGBOCT25IV-GB,304
UTFDAIPIPI-MF,30426
701TN35-SG,30436
71NL35-SG,30432
705OR35-SG,30433
702MP35-SG,30431
71WB45-SG,30449
708HR39-SG,30440
712MN40-SG,30444
71KL43-SG,30445
706KL55-SG,30454
830NHAI27-N2,31040
819CIFL27-N0,30492
MTEDUCARE-BE,31413
873NTPC28-N5,31766
BAJFINANCE-EQ,317
705HR40-SG,321
678AP38-SG,3196
678RJ31-SG,3241
LODHA-EQ,3220
684AR31-SG,3257
685NL31-SG,3265
DEEPINDS-EQ,3292
TATACONSUM-EQ,3432
76IGT26-ND,3425
SFMP43GD-MF,3358
AXISHCETF-EQ,3608
684MH32-SG,3520
TIL-EQ,3484
79IGT28-NF,3433
SGBMAY29I-GB,3742
704AP40-SG,3689
683MH32A-SG,3665
678SK31-SG,3643
SGBJU29III-GB,3800
RITES-EQ,3761
WEIZMANIND-EQ,3748
SOMANYCERA-EQ,3880
GREENPLY-EQ,3987
NIACL-EQ,399
21STCENMGM-EQ,4
GS120625C-GS,4149
GS070625C-GS,4138
CUBEXTUB-EQ,4064
EIMCOELECO-EQ,4040
GS150925C-GS,4202
GS101025C-GS,4215
604AS25-SG,418
BDR-IT,4294
GS220236C-GS,4432
SIGIND-EQ,4522
SHRIRAMFIN-EQ,4306
IFGLEXPOR-EQ,436
GS220840C-GS,4546
684GJ30-SG,454
683MH32B-SG,4580
OSWALGREEN-EQ,471
683TN31-SG,4755
713RJ41-SG,4869
HAPPSTMNDS-EQ,48
GAIL-EQ,4717
PHARMABEES-EQ,4973
MADRASFERT-EQ,4911
ICICIBANK-EQ,4963
683WB28-SG,4989
724TS51-SG,5045
GOENKA-BZ,5010
699UP31A-SG,5174
701MN31-SG,5087
85PCHFL26-N7,5145
BFSI-EQ,5220
PRITIKAUTO-EQ,5292
EXXARO-EQ,5352
SFMP47GR-MF,5183
CHEMPLASTS-EQ,5449
NUVOCO-EQ,5426
NGIL-EQ,5401
YUKEN-EQ,5501
SGBAUG29V-GB,5455
PARIN-ST,5465
BRITANNIA-EQ,547
70AP39A-SG,5567
706KL39-SG,5545
ITDCEM-EQ,5622
698WB36-SG,5697
687AS31-SG,5670
FELIX-ST,576
684UP31-SG,5887
694RJ33-SG,5886
GRAPHITE-EQ,592
705WB36-SG,6001
661KA30-SG,593
704AP34-SG,5967
706MZ34-SG,5992
663UP30-SG,614
AIROLAM-EQ,6068
865IRFC29-NA,603
662UK30-SG,617
875IIFL26-NM,6200
ARTNIRMAN-EQ,6156
HEALTHY-EQ,6297
702AP37-SG,6352
PREMIER-BE,6248
MEDICAMEQ-EQ,6278
NIFTYETF-EQ,6353
CCHHL-EQ,6385
NATIONALUM-EQ,6364
AIRTELPP-E1,6435
708AP40-SG,6487
663GJ29-SG,65
LAXMICOT-EQ,6568
GRPLTD-EQ,6543
EXIDEIND-EQ,676
GENUSPAPER-EQ,6600
824GS2027-GS,6884
DHRUV-BE,6860
CHOLAFIN-EQ,685
662PY28-SG,6895
826GS2027-GS,6898
688KA32-SG,7047
683KA31-SG,6988
824GS2033-GS,7106
773GS2034-GS,7127
JMA-EQ,7109
697GS2026-GS,7158
761GS2030-GS,7142
685GA31C-SG,7154
ZODIAC-EQ,7129
668GS2031-GS,7205
679GS2029-GS,7195
665KA30-SG,72
SHRIRAMPPS-EQ,7200
697AS31A-SG,7295
EUROBOND-SM,7331
JETFREIGHT-EQ,7211
ALPHA-EQ,7412
633AS26A-SG,7495
COROMANDEL-EQ,739
702TN31-SG,7533
182D101025-TB,755859
703HP31-SG,7519
714AP35-SG,7540
671TN35-SG,755926
852MFL28A-N0,755986
81ABCL33-N4,755943
364D240426-TB,756068
677PN43-SG,756099
672MH40-SG,756065
679TS52-SG,756105
930IIFL27-NX,756141
IIFL21425A-Y1,756145
9TIAPL28-N0,756173
679TN55-SG,756709
832HHFL27-N0,756718
687REC30-N0,756722
SHRIAHIMSA-SM,756406
688ML35-SG,756907
CMSINFO-EQ,7603
IWARE-ST,757644
714WB32-SG,7710
647MH28-SG,773
850IIFL27-NA,7662
DABUR-EQ,772
715UP32-SG,7821
731PY35-SG,7822
714RJ32-SG,7819
925SCFL27-YA,7769
NETF-EQ,7838
654GS2032-GS,7843
WEL-EQ,7835
MAKEINDIA-EQ,7979
748WB37-SG,7911
723MN32-SG,7855
RAMCOSYS-EQ,7851
734MN32-SG,8140
721RJ32-SG,8013
DCMSHRIRAM-EQ,811
SPENCERS-EQ,8163
MOMOMENTUM-EQ,8182
709AS32-SG,8187
728JH37-SG,8360
BANKA-EQ,822
713TN30-SG,8570
724RJ32B-SG,8574
BLUECOAST-BE,8552
DHAMPURSUG-EQ,857
737PN42-SG,8718
74KL37-SG,8713
S&SPOWER-BE,8733
SFMP61GD-MF,8648
AVROIND-EQ,8827
PNBGILTS-EQ,8736
GAEL-EQ,8828
RITCO-EQ,8944
KHAICHEM-EQ,896
ORCHPHARMA-EQ,926
IL&FSENGG-BZ,9380
RAINBOW-EQ,9408
LEMERITE-ST,9377
776AP32-SG,9438
778AP41-SG,9450
SONUINFRA-ST,9463
781HR32-SG,9780
763AP30-SG,9531
PRUDENT-EQ,9553
NV20BEES-EQ,9847
799TN42-SG,9834
SAMBHAAV-BE,9829
763GS2059-GS,9907
65NL30-SG,991
785RJ37-SG,9943
AXITA-EQ,9902
829PFL29-N6,9975
840TPL29-N3,21684
MAXPOSURE-SM,21691
73PN34-SG,21717
665PN50-SG,21716
LIQUIDCASE-EQ,21750
763GJ34-SG,21858
768AP37-SG,21870
699MN30-SG,21922
642MN30-SG,21919
730PN31-SG,21894
673KL28-SG,21903
721MP34-SG,21977
673MP30-SG,21981
697MH28-SG,21946
722AP28-SG,22031
704ML30-SG,22012
657MZ35-SG,22014
IEX-EQ,220
714RJ30-SG,22074
687RJ25-SG,22067
678RJ30-SG,22063
565RJ25-SG,22052
704UP30-SG,22085
710UP30-SG,22083
765UP30-SG,22086
70UP30-SG,22088
729UP29-SG,22099
72TN31-SG,22124
719TN35-SG,22110
725TN27-SG,22127
723WB30-SG,22147
715WB35-SG,22150
726WB34-SG,22146
711CG30-SG,22157
799WB35-SG,22175
718CG30-SG,22163
699JH30-SG,22200
815JK30-SG,22181
718UP30-SG,22213
685WB30-SG,22219
685WB30A-SG,22226
725TS28-SG,22210
65RJ50-SG,22293
MODIRUBBER-EQ,2229
757BOB24-N0,22234
652TS50-SG,22304
705HP35-SG,2233
649KA31-SG,22336
632KA28-SG,22302
668WB30-SG,22411
65RJ30-SG,22372
644MH28-SG,22342
MACPOWER-BE,22349
677KA33-SG,22421
668AP39-SG,22455
EPACK-EQ,22463
77SK34-SG,22498
769PN36-SG,22503
FONEBOX-SM,22517
860HFL29-N1,22564
MOREPENLAB-EQ,2259
875CIFC23B-NJ,22542
CIF27-NM,22553
749AP36-SG,22615
PFS-EQ,22602
JSFB-EQ,22663
769LIC34-N0,22633
745AS31-SG,22695
799TCL29-NE,22684
ALPEXSOLAR-SM,22688
743RJ44-SG,22873
ATMASTCO-SM,22785
MRPL-EQ,2283
746UP34-SG,22876
SGBFEB32IV-GB,22886
742KA39-SG,22880
742MP45-SG,22881
744IRFC34-NR,22887
OWAIS-ST,22914
935PEL26-N4,22915
836GIL26-N0,22905
738TN54-SG,23000
1077IIFL30-N7,23024
8258TCL27-NF,22919
MUKKA-EQ,22980
736TS50-SG,23103
740EXIM29-N1,23050
SONAMAC-SM,23052
PVSL-EQ,23142
CITI26C-N0,23138
GFL27-N1,23151
744TN34A-SG,23193
747JK44-SG,23215
747RJ33-SG,23325
1003SCFL31-Z4,23315
751UP38-SG,23353
752WB39-SG,23328
751JK54-SG,23338
1035CCSP26-N2,23390
742TN34A-SG,23423
746ML34-SG,23426
749PN32-SG,23422
744MH42-SG,23432
745MH41-SG,23495
AAKASH-EQ,235
975SCL27-Z9,23465
748UP42-SG,23544
748UP44-SG,23545
75UK29-SG,23546
742MH37-SG,23541
75TN31-SG,23581
749AP44-SG,23641
BALUFORGE-EQ,23607
743TN34A-SG,23674
747TS36-SG,23676
742TS48-SG,23683
789SDIL29-N1,23656
745AP40B-SG,23755
INDGN-EQ,23693
935AKCF27-N0,23722
787LIC29-N3,23751
364D150525-TB,23763
894HFL25-N2,23787
ABSMARINE-ST,23786
IEML-ST,23792
ABSLPSE-EQ,23806
742RJ32-SG,23813
NAVNETEDUL-EQ,2385
GSMFOILS-ST,23891
VILAS-SM,23909
ZTECH-ST,23979
902SCL27A-ZI,23946
925SCL26C-ZA,23926
746HP36-SG,23995
745NL34-SG,24000
75IREDA34-ND,24023
738PY38A-SG,24048
735KA40-SG,2404
920IIFLS26-N8,24133
807NIIF29-N3,24129
728JK54-SG,24205
960IIFLS26-N9,24135
RETAIL-EQ,24145
IVZINNIFTY-EQ,24217
ESTER-EQ,24265
816LTFH27-N0,24302
VSTTILLERS-EQ,24292
1278VCCL25-N0,24326
736TS37-SG,24337
738PN34-SG,24333
742KL46-SG,24342
864CIFL29A-N0,24347
756RECL27-N0,24500
ADL-EQ,245
MAITHANALL-EQ,24538
MACOBSTECH-SM,24545
955ICCL26-N0,24518
735JK46-SG,24659
AVANTEL-EQ,24610
975SCL29-N0,24587
734AP44-SG,24656
737IRFC29-N0,24672
SATECH-ST,24677
ESPRIT-SM,24678
728TS46-SG,24762
728MP45-SG,24760
727MH39-SG,24756
736NBFID44-N0,24834
GSEC10ABSL-EQ,24847
705GJ28-SG,24838
METALIETF-EQ,24861
QVCEL-ST,24960
775LICH29-N0,24942
726PN37-SG,24986
722MH49-SG,24997
731RECL39-N0,24979
725GA35-SG,25089
725IRFC34-N0,25031
ECOSMOBLTY-EQ,25060
725TS38-SG,25096
725TS46-SG,25103
725AP47-SG,25104
723MH35-SG,25090
723AP34-SG,25107
8887HFL26-N0,25153
722TN54A-SG,25217
364D110925-TB,25221
722HP39-SG,25215
803ABHFL29-N0,25227
71TN34-SG,25354
965AEL27-N4,25287
VIESL-SM,25231
GAJANAND-SM,25244
713TS36-SG,25357
702HR29-SG,2539
786TCHFL29-N0,25439
719UP31-SG,2552
715RJ42-SG,25475
711MH36-SG,25499
TIJARIA-BE,25486
INDOTHAI-BE,25612
SCL25924-N1,25542
925SCL29C-N1,25560
965SCL26F-N1,25534
712GA35-SG,25704
950ISF26-N0,25662
PARAMOUNT-ST,25720
712TN34-SG,25769
715MP35-SG,25772
725TS41-SG,2581
805HLICL34-N0,25793
711BR33B-SG,25883
OBSCP-SM,25923
FRESHARA-SM,25868
ANKITMETAL-BZ,25878
76TS47-SG,21547
840TPL28-N2,21624
757IRFC29-NP,21621
835SMFG27-N0,21572
730JK29-SG,21651
723KA28-SG,21710
775SIDBI27-N1,21741
CADSYS-ST,21824
767CG31-SG,21849
767RJ34-SG,21863
TEXRAIL-EQ,21828
TIRUPATI-SM,21868
692PN35-SG,21895
722PN32-SG,21893
896KL35-SG,21906
810KL32-SG,21905
575KA25-SG,21928
68MN30-SG,21924
703KL30-SG,21915
553KL25-SG,21917
NIFTYBETF-EQ,21959
612KA27-SG,21929
729MP35-SG,21950
657MH31-SG,21936
719MP40-SG,21967
709MP30-SG,21991
669MP30-SG,21992
SGBFEB29XI-GB,2200
722AP30-SG,22030
649RJ30-SG,22043
ACC-EQ,22
726UP29-SG,22082
716UP29-SG,22090
690UP30-SG,22093
831RJ27-SG,22062
728UP29-SG,22098
691UP30-SG,22100
686UP30-SG,22094
674TN50-SG,22112
728SK30-SG,22155
694TN25-SG,22132
705TN26-SG,22119
694TN50-SG,22126
717CG30-SG,22160
717UK29-SG,22167
704UK30-SG,22170
69UK30-SG,22172
705JH30-SG,22198
799TS30-SG,22205
698TS28-SG,22191
621AS26-SG,2224
668HR39-SG,22373
MCL-EQ,22360
667TN50-SG,22375
MODTHREAD-EQ,2241
MAXHEALTH-EQ,22377
KONSTELEC-ST,22475
76TN31-SG,22492
755TN54-SG,22509
806SDIL29-N0,22515
DELAPLEX-SM,22527
855NCPL26-N0,22600
MEGATHERM-SM,22560
CIF29-NO,22558
749UP34A-SG,22610
749HR36-SG,22616
746AP41A-SG,22622
752AP43-SG,22624
746CG31-SG,22696
749BR39-SG,22702
SIGNPOST-EQ,22656
745KA40-SG,22757
POLYSIL-ST,22714
759IREDA34-N0,22820
74MZ39-SG,22985
746PN33-SG,22865
1048IIFL27-N6,22923
7835LIC27-N1,22971
83044SMF29-N3,23009
753IRED34-NA,23006
NMFINQIDP1-MF,22998
738CG32-SG,23078
950BCIPL28-N2,23034
764ABL34-N0,23041
738CG34-SG,23080
729PY26-SG,23088
737KA38A-SG,23092
1090NFL26-NB,23121
MOREALTY-EQ,23184
676GS2061-GS,2317
824LTF27-NQ,23153
746IRFC29-NS,23157
742TS41-SG,23210
745MH37-SG,23206
JAYNECOIND-EQ,2331
0SCL26-YR,23289
902SCL27-YU,23295
965SCL29-YX,23301
736UK26-SG,23340
748MH42-SG,23331
75MH44-SG,23332
1025SCL34-Z8,23323
752UP39-SG,23356
744MH42A-SG,23496
VHLTD-BE,23386
VISHWAS-SM,23370
749TN34-SG,23584
744TS51-SG,23497
795SHFL34-N2,23563
1035CCSP27-N3,23604
749TN44-SG,23640
753AP36-SG,23634
743AP42A-SG,23679
ANURAS-W1,23687
63PY26-SG,2372
0MOFSL27-N3,23704
885MOFSL26-N0,23698
93MOFSL34-N6,23710
744TS41-SG,23756
741AP47-SG,23759
67AS27-SG,2374
TBOTEK-EQ,23740
742HR34-SG,23815
74AP41-SG,23817
RULKA-ST,23833
VERITAAS-ST,23778
702GS2027-GS,23854
737AS34-SG,23871
NELCO-EQ,2388
865CIF29-NV,23837
734TR36-SG,2394
724AS31-SG,2389
888SCL26A-ZC,23930
94SCL27-ZG,23942
364D050625-TB,23994
743AP46-SG,24001
745ML34-SG,24006
817TFSIL27-N3,23980
74PY30-SG,24053
739TN32-SG,24054
735JK49-SG,24050
738HR34-SG,24056
733JK51-SG,24105
364D120625-TB,24062
792LIC27-N5,24073
BBNPNBETF-EQ,24117
734WB39-SG,24185
731TS42-SG,24192
PIIND-EQ,24184
727TN54-SG,24204
SPCL-ST,24252
864CIFL29-N0,24260
OMINFRAL-EQ,24231
10IIFL26-N0,24319
RAILTEL-EQ,2431
NXT-INFRA-IV,24298
ASHIANA-EQ,24403
823SFL34-N0,24370
DELPHIFX-BE,24395
EMCURE-EQ,24398
736RJ46-SG,24423
AGIIL-EQ,24445
95PEL34-N0,24433
EVINDIA-EQ,24461
733TS40-SG,24490
10157PCP27-N0,24549
364D240725-TB,24574
MIEL-ST,24632
726MH49-SG,24763
830SICC27-N0,24723
OLAELEC-EQ,24777
BULKCORP-ST,24704
MITCONPP-E1,24802
828PHFL26-N0,24796
UNIECOM-EQ,24809
726BR33-SG,24840
119VCCL26-N0,24828
SSDL-EQ,24856
72MZ31-SG,24893
722MH45-SG,24890
845NOM27-N0,24901
732PFCL39-N0,24899
726KL39-SG,24989
WINDMACHIN-EQ,24969
SILGO-BE,2495
723WB49-SG,24998
723GA34-SG,25009
727RJ42-SG,24992
724MH39-SG,24990
TREEHOUSE-BE,25086
AERON-SM,25065
IPHL-ST,25036
99AEL29-N7,25296
925AEL26-N1,25277
GALAPREC-EQ,25134
702KL28-SG,2537
PGEL-EQ,25358
AEL120924B-N8,25298
GROWWLIQID-EQ,25447
712MH43-SG,25476
AAFS28B-N0,25462
722PFCL39-N0,25437
715WB45-SG,25480
714PN49-SG,25483
714MP43-SG,25477
707MH32-SG,25491
717ML31-SG,2551
71RJ34-SG,25494
712MH38-SG,25502
NIRAJ-EQ,255
MOTHERSON-D1,25510
BIKEWO-ST,25527
SCL25924C-N1,25554
971SCL29B-N1,25562
712TS39-SG,25686
70KA30-SG,25700
FORGEAUTO-SM,25664
712HR36A-SG,25705
712ML34-SG,25703
HVAX-SM,25708
729KA37-SG,2575
715MZ39-SG,25774
SRD-EQ,25737
711TS45-SG,25834
711PN44-SG,25833
815PHFL27-N0,25805
APLAPOLLO-EQ,25780
710KA35-SG,25884
87IHFL25-N0,25842
IMPEXFERRO-BZ,25881
WAAREEENER-EQ,25907
1025UCL26A-N1,25914
835TCSL27-N0,25946
7875NIIF30-N0,25933
FINNIFTY,26037
364D301025-TB,25972
717PN44-SG,25964
AFCONS-EQ,25977
713BR34-SG,27002
713RJ31-SG,2673
712TN34A-SG,27003
364D061125-TB,27015
HEXATRADEX-EQ,27008
865BTL27-N0,27023
ACMESOLAR-EQ,27061
734RL30-N0,27059
KPEL-EQ,27079
MTARTECH-EQ,2709
PRECOT-EQ,2711
711TN34-SG,27153
PRECWIRE-EQ,2717
975SIPL29-N0,27168
716TN54A-SG,27207
182D290525-TB,27209
709KA30A-SG,27185
713BR34B-SG,27319
711AP38A-SG,27316
712KL35-SG,27315
696TN28-SG,27326
710TN34-SG,27664
710AP34-SG,27328
935TSI34-N0,27441
719KA39-SG,2768
719KA40-SG,2771
775SFL26-N0,27928
VMM-EQ,27969
712HP36-SG,28226
711RJ34-SG,28211
RAJSREESUG-EQ,2809
711AR44-SG,28260
710KL42-SG,28256
LXCHEM-EQ,2841
711GJ33-SG,28815
720NHB31-N0,28493
SRPL-BZ,28635
CRAFTSMAN-EQ,2854
715MN39A-SG,28821
MAYURUNIQ-EQ,28906
715IRFC34-N0,28895
818GFL26-N0,28965
SCL271224A-N1,28908
94SCL27U-N1,28914
364D080126-TB,29046
ARSHIYA-BZ,29015
819CIFL26-N0,28981
713TS49-SG,29069
715HR38-SG,29060
710KA32-SG,29048
722KA36-SG,29114
182D170725-TB,29134
364D220126-TB,29213
684GJ31-SG,2928
710RJ51-SG,29300
708JK55-SG,29301
686PN33-SG,2940
MOHITIND-EQ,29423
734IRFC28-N4,29323
NEXT30ADD-EQ,29464
686PY34-SG,2943
712BR37A-SG,29502
707GJ34-SG,29499
711KA35A-SG,29500
950ISF27-N0,29533
805PHFL30-N0,29535
725NBFI40-N0,29525
717TN45-SG,29576
786ABHFL28-N0,29559
719HUDCO28-N7,29650
PSRAJ-SM,29662
715PY39A-SG,29710
714RJ37A-SG,29695
718MP48A-SG,29703
SAKHTISUG-EQ,2969
HPTL-SM,29875
742PFC28-N0,29719
7645LICH30-N0,29742
717TN33-SG,29914
80980TCL27-N0,29973
737NBRD35-N0,29947
740IREDA36-N0,29942
732WB38-SG,30013
364D050326-TB,29988
722KA35A-SG,30008
734AS35-SG,30004
723HR39-SG,30081
73OR39-SG,30020
790ABHFL28-N0,30063
SUVIDHAA-BE,3005
CASHIETF-EQ,30139
693OR28-SG,30090
KOHINOOR-EQ,3009
718MP46-SG,30167
SAURASHCEM-EQ,3018
732RL35-N0,30198
SCL190325-N1,30212
835GFL28-N0,30254
1003SCL32-N1,30228
NIF100IETF-EQ,30392
71WB46-SG,30450
709HR40-SG,30441
709AP35-SG,30429
684GA31-SG,3076
658GJ27-SG,3061
712EXIM30-N0,30489
682KL32-SG,3077
682KL35-SG,3083
PILITA-EQ,30835
COMPUSOFT-EQ,31138
862REC33-NA,30992
70AP39-SG,318
695PN40-SG,319
675RJ31-SG,3195
689TS51-SG,3266
563GS2026-GS,3202
JTEKTINDIA-EQ,3237
SPIC-EQ,3252
696TS51-SG,3391
SUPERSPIN-EQ,3357
MODISONLTD-EQ,3316
SUBROS-EQ,3324
BANARISUG-EQ,350
BBOX-EQ,3435
HONAUT-EQ,3417
THERMAX-EQ,3475
683WB31A-SG,3519
696AP35-SG,3575
678KL31-SG,3655
684KL33-SG,3656
VIPIND-EQ,3703
681MH31-SG,3704
686MH32-SG,3707
FINEORG-EQ,3744
WSTCSTPAPR-EQ,3799
685AP36-SG,38
TOKYOPLAST-EQ,3837
BBTC-EQ,380
SGBNOV25VI-GB,398
NATCOPHARM-EQ,3918
SILINV-EQ,4105
GS230625C-GS,4161
HBSL-EQ,4116
KHADIM-EQ,425
943ECL28-NJ,4288
GS171225C-GS,4323
692RJ30-SG,430
STERTOOLS-EQ,4299
PUNJABCHEM-EQ,4344
SENSEXIETF-EQ,4378
GS120626C-GS,4389
GS220831C-GS,4431
INDIANCARD-EQ,4422
684RJ31A-SG,4571
5PAISA-EQ,445
KOTHARIPET-EQ,4594
SANWARIA-BZ,46
692HR36A-SG,4612
683MH31-SG,4752
3MINDIA-EQ,474
SHYAMMETL-EQ,4693
719ML41-SG,4895
KCPSUGIND-EQ,4809
675BR27-SG,4980
903SFL28-YI,498
IRCON-EQ,4986
ABSLFTTIRN-MF,4972
715AP37-SG,5004
694MH31-SG,4993
WALPAR-SM,5013
SHARDACROP-EQ,4992
702WB31-SG,5039
695GJ31-SG,5033
SVPGLOB-BE,5023
875PCHFL31-N9,5155
SGIL-EQ,5114
SFMP47DD-MF,5179
ICICIB22-EQ,522
714TS41-SG,5237
698HR31-SG,5229
10IIFL28-N4,5212
FMCGIETF-EQ,5306
INDUSINDBK-EQ,5258
699GA31B-SG,5333
698AS31A-SG,5468
KRSNAA-EQ,5359
695TN31B-SG,5471
693HP31-SG,5537
KOTHARIPRO-EQ,5528
RELINFRA-EQ,553
712WB51-SG,5542
684GJ31A-SG,5558
689PN31-SG,5560
699TR36-SG,5892
850SCL25A-NW,5863
889SCL28-NU,5859
694AP41-SG,5897
669PN30-SG,590
663MH30-SG,596
INTELLECT-EQ,5926
716TN54-SG,25969
716TS49-SG,25968
DANISH-SM,25927
732IREDA29-N0,25989
MIDCPNIFTY,26074
BANKNIFTY,26009
728JH36-SG,2688
729TR36-SG,2690
702MH29-SG,2670
HERANBA-BE,2620
706UK30A-SG,27001
875BTL29-N0,27031
726IIFCL34-N0,27038
78241ABH29-N0,27033
692GS2039-GS,27127
713HP39-SG,27116
723SBI39-N0,27128
SPECIALITY-EQ,27107
715OR38-SG,27152
716MP44-SG,27206
810GIL28-N0,27160
SAMPANN-EQ,27303
APEXECO-ST,27291
RAJPUTANA-SM,27269
708TN34-SG,27321
710JK44-SG,27317
182D050625-TB,27330
711AP39-SG,27323
664GS2027-GS,27405
714HR31-SG,2743
AUROPHARMA-EQ,275
ROSSTECH-BE,27365
716ML31-SG,2756
GICRE-EQ,277
710PFCL35-N0,27617
935TSI31-N0,27553
712KA36-SG,28233
711ML33-SG,28205
EASEMYTRIP-EQ,2792
799TFSIL27-N0,28539
803ICPR34-N0,28519
MAHICKRA-SM,2839
IGIL-EQ,28378
716UP39-SG,28827
DAMCAPITAL-EQ,28662
770TPREL34-N0,28797
SGBMAY26-GB,2891
7685TCHF28-N0,28840
925SCL26W-N1,28901
888SCL26X-N1,28900
706GJ34-SG,29057
715KA42-SG,29002
715AS35-SG,29058
717MP38-SG,29004
694CG29-SG,2907
715BR35-SG,29059
685GA31A-SG,2910
830TPL28-N0,29096
990IIFL26A-N0,29188
714BR45-SG,29236
ITCHOTELS-EQ,29251
KKJEWELS-ST,29195
685ML31-SG,2937
VMART-EQ,29284
0NHIT35-N0,29425
NIBE-EQ,29487
NIFTYIETF-EQ,29553
714UK32-SG,29519
718TS47-SG,29521
724PFCL35-N0,29537
718TN55A-SG,29579
NATCAPSUQ-EQ,29583
750BOI35-N0,29685
728RECL40-N0,29629
716UP39B-SG,29699
364D200226-TB,29691
SURYODAY-EQ,2970
834MLICL35-N0,29717
698GJ30-SG,29912
VIVIDHA-EQ,29877
SANDESH-EQ,2988
72UP40-SG,29936
724BR37-SG,29925
719OR35-SG,29919
719OR40-SG,29935
AONETOTAL-EQ,29975
182D040925-TB,29987
722KA32-SG,29997
817GHFL30-N0,29979
721TN32-SG,29999
687GJ28-SG,30080
717OR30-SG,30091
GOLD360-EQ,30105
70TN29-SG,30099
91D120625-TB,30102
715UP37A-SG,30160
718WB47-SG,30170
718TN45-SG,30165
717UP33-SG,30183
1025SCL35A-N1,30204
980SCL35-N1,30206
SCL19325A-N1,30210
704RJ32-SG,30423
1075SCL35-N1,30232
699TN31-SG,30419
702GJ33-SG,30427
704HR37-SG,30438
705RJ37-SG,30439
706RJ35-SG,30434
71AS45-SG,30447
71RJ43-SG,30446
871REC28-N9,30990
SHREDIGCEM-EQ,3099
